category,faam_property,type,value,label,qualifiers
metadata,label,string,"Joh. Seb. Bach's Clavierwerke. 5, Das wohltemperirte Klavier, erster Teil (1722)",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004262,,
metadata,FAAM manifestation ID,id,BSB-991068972429707356,,
metadata,call number,string,4 Mus.pr. 2017.7841,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,08-1883,,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,LiFYdNgN,comparative study,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,J6ERsasy,metronome mark,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,3ts8CrNB,musical phrasing,
statements,handwritten annotation,item,bZxRjBKt,brackets,
statements,provenance,item,FDCuefHz,Bavarian State Library,
statements,keyword,item,Cud74GBt,prelude,
statements,keyword,item,K3Ds589T,fugue,
statements,keyword,item,FSduWvy5,early music,
statements,instrumentation,item,8REteAN5,keyboard instrument,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,B5MkJNa4,The Well-Tempered Clavier,
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,agent,statement,AxpTCbUg,Steingräber Verlag,GBgJfRbK|GKcJxAtt|
statements,agent,statement,Fjo5GQb8,Hanno Blaschke,GoiPpGap||
statements,agent,statement,nPZHyg3m,Hans Bischoff,45qo3Fj3|Km6ATdgQ|08-1883
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,45qo3Fj3,music editor,
statements,place,item,GKcJxAtt,Leipzig,
statements,place,item,Km6ATdgQ,Berlin,
