category,faam_property,type,value,base_url,label
metadata,label,string,Amédée Gastoué,,
metadata,description,string,French composer and musicologist (1873–1943),,
metadata,aliases,string,Amedee Gastoue,,
metadata,aliases,string,Amédée Gastoué,,
metadata,qid,externalid,Q482177,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15996182,,
statements,VIAF ID,externalid,100162406,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30064669,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Gastoué,_Amédée",https://imslp.org/wiki/,
statements,date of birth,date,1873-03-13,,
statements,date of death,date,1943-06-01,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,49CMncTw,,musicologist
statements,occupation,item,L7DPWnnr,,music teacher
statements,occupation,item,G3vxttWs,,
statements,occupation,item,ZhptKYF3,,organist
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,dtkJhYLf,,Paris
statements,place of death,item,jFxsFWoX,,
statements,influenced by,item,S8cQ5LB8,,
statements,influenced by,item,VZbaoske,,
statements,employer,item,fMq3pPFf,,Lycée Montaigne
statements,employer,item,aGzkcUgh,,Collège Stanislas de Paris
statements,employer,item,LypeaBqE,,Catholic University of Paris
statements,employer,item,ShmBThRn,,École César Franck
statements,employer,item,DA7cQpdS,,Bibliothèque de l'Arsenal
statements,employer,item,BpM59WrA,,Schola Cantorum de Paris
