category,faam_property,type,value,label,qualifiers
metadata,label,string,"Sonate : n° 7 f moll: für Orgel, op. 127",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004129,,
metadata,FAAM manifestation ID,id,KCA-030904127930,,
metadata,call number,string,MM-TO-RHEIN-sonat7-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,bZxRjBKt,brackets,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,XutP4SZN,chronometry,
statements,handwritten annotation,item,Wpq9sxzm,solmization,
statements,handwritten annotation,item,AeKhRWCB,tempo primo,
statements,handwritten annotation,item,BarxiZYR,organ stop,
statements,handwritten annotation,item,UDva945b,crescendo,
statements,handwritten annotation,item,8Ki8U5U4,underline,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,iWuVLJam,rallentando,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,related item,item,XutP4SZN,chronometry,
statements,keyword,item,E2chmtzQ,sonata,
statements,keyword,item,A85JP7AT,organ music,
statements,instrumentation,item,RXg4snEH,organ,
statements,musical work,item,DMkMcXL8,"Organ Sonata No.7, Op.127",
statements,agent,statement,oJV7Jiqq,"Fr. Kistner & C. F. W. Siegel, Musikverlag und Sortiment",GBgJfRbK|GKcJxAtt|
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,4mYssfUB,Josef Rheinberger,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GKcJxAtt,Leipzig,
