category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,4e Suite,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992368,,,
metadata,FAAM manifestation ID,id,KCA-030902565479,,,
metadata,call number,string,MM-TP-BENOI-conte4-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,sections,html,"[h=1]4me Suite[/h]
<ol>
<li> Ballade </li>
</ol>",,,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,handwritten annotation,item,7XBG3iZJ,,legato,
statements,handwritten annotation,item,6fQyHcwz,,accent,
statements,handwritten annotation,item,UJ57Ew5y,,musical phrasing,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,kfpMKnYN,,ballade,
statements,keyword,item,KdGKqPWR,,piano cycle,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,SLsmnpYr,,"Contes et Ballades, Op.34",
statements,agent,statement,Ta5ni5cL,,Peter Benoit,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,Lu42eLG2,,Antoine Ysaÿe,7tdgMgre|4g8XzGFP|
statements,agent,statement,VHEan89z,,Jean Baptiste Katto,7tdgMgre|4g8XzGFP|
