category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Pot-pourri : En B fa si [pour piano],,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992732,,,
metadata,FAAM manifestation ID,id,KCG-000329752,,,
metadata,call number,string,DS-1516-(10),,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,QHAoKPG8,,solo,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,aEh85uRG,,rondo,
statements,keyword,item,PAqAtC7A,,waltz,
statements,keyword,item,mGvrzsgB,,salon music,
statements,instrumentation,item,LoXSg3U3,,fortepiano,
statements,agent,statement,ZrMahh8K,,Nicolas Dalayrac,YvQmwaaW||
statements,agent,statement,eDLXQFqt,,Domenico Cimarosa,YvQmwaaW||
statements,agent,statement,G8NSYYsW,,Joseph Dominique Fabry-Garat,YvQmwaaW||
statements,agent,statement,gYwDuaqe,,Bernardo Mengozzi,YvQmwaaW||
statements,agent,statement,jihjgQpH,,Joseph Haydn,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
