category,faam_property,type,value,label,qualifiers
metadata,label,string,Grande Valse de Salon sur Le Pardon de Ploërmel,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005370,,
metadata,FAAM manifestation ID,id,ORP-20143703p11,,
metadata,call number,string,KTS1 H.11.map.003,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,related item,item,MVBSp4fG,Marie Pleyel,
statements,keyword,item,RHxmTGG2,dance music,
statements,keyword,item,iGdvDP28,waltz,
statements,keyword,item,HwcYgL5C,salon music,
statements,keyword,item,hxYumS2J,opera,
statements,instrumentation,item,8dmpbmcx,keyboard four hands,
statements,agent,statement,82EyBJXP,Friedrich Burgmüller,45qo3Fj3||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,role,item,45qo3Fj3,music editor,
statements,role,item,GoiPpGap,performing artist,
