category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Repertoire, 14 ausgewählte Stücke ... für Pianoforte.",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005159,,,
metadata,FAAM manifestation ID,id,SML-2379,,,
metadata,call number,string,M21 .L62,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,SzVumnmW,,Sibley Music Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,RtkoMT89,,sonata,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,FDSkv45i,,piano sonata,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,hwgDMQXJ,,"Keyboard Sonata in A major, K.113",
statements,agent,statement,PXYCpRXf,,Domenico Scarlatti,YvQmwaaW||
statements,agent,statement,fFoWvPUh,,Theodor Leschetizky,6UPEJgTQ||
statements,agent,statement,4DVjqtyz,,Daniel Rahter,7tdgMgre||
