category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Missa Hodie Christus natus est : octo vocibus concinenda,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992776,,,
metadata,FAAM manifestation ID,id,BSB-991078130809707356,,,
metadata,call number,string,4 Mus.pr. 864,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,2mb4qe86,,transposition,
statements,editorial annotation,item,JXYgRRuc,,musica ficta,
statements,editorial annotation,item,8N6k5W5i,,accidental,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,aAsRZoVk,,breath mark,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,3TH8dCwg,,accelerando,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,eJhxFoas,,marcato,
statements,editorial annotation,item,gaLrAUbu,,deletion,
statements,editorial annotation,item,mhohuJYG,,cut,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,YVdQHjKd,,choral music,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,musical work,item,TPsiqBM5,,Missa Hodie Christus natus est,
statements,agent,statement,8RjeFw2P,,Friedrich Pustet KG,7tdgMgre|77FYikdp|1871
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
statements,agent,statement,nHfR4BAi,,Giovanni Pierluigi da Palestrina,YvQmwaaW||
statements,agent,statement,UJq8vYVd,,Franz Xaver Witt,YvQmwaaW||
