category,faam_property,type,value,label,qualifiers
metadata,label,string,Le Corbeille de roses,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005423,,
metadata,FAAM manifestation ID,id,ORP-20143702p41,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,03-1856,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,RHxmTGG2,dance music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,itk2Fqar,George Sawanoff,fkHJwpoD||
statements,agent,statement,PZe8c2A5,Journal des Demoiselles,GBgJfRbK|GDeKaNeC|03-1856
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
