category,faam_property,type,value,label,qualifiers
metadata,label,string,"The Principles of singing : a practical guide for vocalists and teachers, with vocal exercises / by Albert B. Bach",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004169,,
metadata,FAAM manifestation ID,id,OSU-b5903614,,
metadata,call number,string,MT820 .B23 1894aeb,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1894,,
statements,provenance,item,Uafe5zh7,Ohio State University Libraries,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,9sTLaakX,Blackwood & Sons,GBgJfRbK|iXuvmnqs|1894
statements,agent,statement,hUYoNwfh,Albert Bernhard Bach,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,place,item,iXuvmnqs,Edinburgh,
