category,faam_property,type,value,label,qualifiers
metadata,label,string,"Sardanapale. Air de Myrrha, chanté par Mlle Nilsson",,
metadata,description,string,,,
metadata,nodegoat_id,id,16005498,,
metadata,FAAM manifestation ID,id,ORP-20143700p49,,
metadata,call number,string,KTS1 H.11.map.006,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,"L'Illustration, N. 3168
L'Illustration, N. 3168",,
statements,date,date,14-11-1903,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,KWVSVF8L,exoticism,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,KJkThvsq,voice,
statements,agent,statement,iwzfXpdR,Victorin de Joncières,fkHJwpoD||
statements,agent,statement,iwzfXpdR,Victorin de Joncières,fkHJwpoD||
statements,agent,statement,Ui7C9eZU,L'Illustration,GBgJfRbK|GDeKaNeC|
statements,agent,statement,Ui7C9eZU,L'Illustration,GBgJfRbK|GDeKaNeC|14-11-1903
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
