category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,L'Album Musical - Mars 1904,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005374,,,
metadata,FAAM manifestation ID,id,ORP-20143703p15,,,
metadata,call number,string,KTS1 H.11.map.003,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,csnuFiRq,,Various authors,YvQmwaaW||
