category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Ballade,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992364,,,
metadata,FAAM manifestation ID,id,KCA-030902147005,,,
metadata,call number,string,MM-TP-BENOI-conte2-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Only conte N.2 is present.,,,
statements,sections,html,"[h=1]2me Suite[/h]
<ol>
<li> Ballade </li>
<li> Conte </li>
<li> Ballade </li>
</ol>",,,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,kfpMKnYN,,ballade,
statements,keyword,item,KdGKqPWR,,piano cycle,
statements,keyword,item,6wpp746x,,programme music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,SLsmnpYr,,"Contes et Ballades, Op.34",
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,Ta5ni5cL,,Peter Benoit,YvQmwaaW||
statements,agent,statement,VHEan89z,,Jean Baptiste Katto,7tdgMgre|4g8XzGFP|
