category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Hymne au roi (des belges) : air de concert : tenor ou mez. sop.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992304,,,
metadata,FAAM manifestation ID,id,KCA-030902584041,,,
metadata,call number,string,MM-MS-WAMBA-hymne-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,7WfWytMV,,ritenuto,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,hChNthvw,,date,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,5aZz3L82,,hymn,
statements,keyword,item,Hp9W6GY6,,cantata,
statements,keyword,item,Rac3trHJ,,Concert aria,
statements,keyword,item,LmDaVvmF,,reduction,
statements,instrumentation,item,4YzWbco5,,tenor,
statements,instrumentation,item,WAgLcNUe,,mezzo-soprano,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,8ziidhix,,Henry de Puymaly,eBGrzZAP||
statements,agent,statement,AedSA8fV,,Émile Wambach,YvQmwaaW|96rVh94r|25-12-1916
