category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Het lied der heidebloem,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992439,,,
metadata,FAAM manifestation ID,id,KCA-030901426814,,,
metadata,call number,string,MM-ZL-BENOI-liedder-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"Handwritten annotation: ""4e. p""",,,
statements,editorial annotation,item,QGRAMUu8,,repeat sign,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,8eHc2EdM,,song,
statements,keyword,item,6wpp746x,,programme music,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,Ta5ni5cL,,Peter Benoit,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,H9Vpi47r,,De Ring,7tdgMgre|bSzLPudk|1934
