category,faam_property,type,value,base_url,label
metadata,label,string,Georges Hüe,,
metadata,description,string,French composer (1858–1948),,
metadata,aliases,string,Georges Hüe,,
metadata,qid,externalid,Q358965,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005275,,
statements,VIAF ID,externalid,76580122,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30073649,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Hüe,_Georges",https://imslp.org/wiki/,
statements,date of birth,date,1858-05-06,,
statements,date of death,date,1948-06-07,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,Wd8DrrAo,,
statements,place of death,item,dtkJhYLf,,Paris
statements,influenced by,item,myeBxemb,,Charles Gounod
