category,faam_property,type,value,base_url,label
metadata,label,string,Giovanni Battista Bassani,,
metadata,description,string,"Italian composer, violinist and organist",,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q465565,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,59274832,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/20000415,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Bassani,_Giovanni_Battista",https://imslp.org/wiki/,
statements,date of birth,date,1650-01-01,,
statements,date of birth,date,1657-01-01,,
statements,date of death,date,1716-10-01,,
statements,date of death,date,1716-01-01,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,9joWzZuU,,opera composer
statements,occupation,item,PGamAZRD,,organist
statements,occupation,item,irSPevuD,,violinist
statements,occupation,item,L26MfUKx,,church musician
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7L3SCe2M,,Republic of Venice
statements,place of birth,item,B67rejNf,,Padua
statements,place of death,item,kk3x69qv,,Bergamo
statements,instrument,item,VZE4bgeN,,violin
statements,instrument,item,RXg4snEH,,organ
statements,influenced by,item,7px3Rymk,,
statements,influenced by,item,Z8JaXWXZ,,
