category,faam_property,type,value,label,qualifiers
metadata,label,string,"Concertante : pour Hautbois, Cor et Basson avec Orchestre (Deux Violons, Alto, Violoncelle et Contrebasse; une Flûte et deux Clarinettes)",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992607,,
metadata,FAAM manifestation ID,id,KCG-000357124,,
metadata,call number,string,II 11897,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,65rhe5Po,concerto,
statements,keyword,item,8wb95JHQ,harmony orchestra,
statements,instrumentation,item,MFQUhgoe,oboe,
statements,instrumentation,item,N3AKKugd,horn,
statements,instrumentation,item,GCEGkwjT,bassoon,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,WsKgSBQG,viola,
statements,instrumentation,item,4oyT6BBG,cello,
statements,instrumentation,item,5cucf8tb,double bass,
statements,instrumentation,item,MV3uErvy,flute,
statements,instrumentation,item,4AUBYBXJ,clarinet,
statements,agent,statement,3B7D94aX,Martin-Joseph Mengal,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
