category,faam_property,type,value,base_url,label
metadata,label,string,Jane Vieu,,
metadata,description,string,French composer,,
metadata,aliases,string,Jane Vieu,,
metadata,qid,externalid,Q15434484,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005285,,
statements,VIAF ID,externalid,42108354,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Vieu,_Jane",https://imslp.org/wiki/,
statements,date of birth,date,1871-07-15,,
statements,date of birth,date,1871-00-00,,
statements,date of death,date,1955-04-06,,
statements,date of death,date,1955-04-08,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,KsQFUkWz,,female
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,3rgsapfR,,
statements,place of death,item,dtkJhYLf,,Paris
