category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Fauvette,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005411,,,
metadata,FAAM manifestation ID,id,ORP-20143702p29,,,
metadata,call number,string,KTS1 H.11.map.004,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,8eHc2EdM,,song,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,MH3zR2wa,,Charles Dufaur de Montfort,YvQmwaaW||
statements,agent,statement,Asu9TycB,,Journal des Demoiselles,7tdgMgre|dtkJhYLf|01-1856
