category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Il cavaliere e l'eremita : (No. 5 d'Ivanhoe, paroles françaises de Belanger) : duetto per baritono e basso = (Le chevalier et l'heremit)",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005746,,,
metadata,FAAM manifestation ID,id,BSB-991144119456307356,,,
metadata,call number,string,Mus.Schott.Ha 13798-2,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,iyfjpyT2,,octave sign,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,jvLF4xd6,,medievalism,
statements,keyword,item,nhyHiCdi,,song cycle,
statements,keyword,item,7AXGCpck,,opera,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,K94zCrpZ,,bass,
statements,instrumentation,item,LqkpKZa7,,baritone,
statements,musical work,item,a6Jz8RDd,,Walter Scott lyrique,
statements,agent,statement,ZH9Tn89c,,Éditions Richault,7tdgMgre|dtkJhYLf|
statements,agent,statement,KkjWWRKk,,Edouard Bélanger,eBGrzZAP||
statements,agent,statement,jzuVKd9W,,Giuseppe Concone,YvQmwaaW||
