category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Concerto N° 1 : en Ut mineur pour Deux Violons avec accompagnement de quintette et piano ou clavecin,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992562,,,
metadata,FAAM manifestation ID,id,KCG-000331957,,,
metadata,call number,string,SEC 4-(1),,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,48ukXYmB,,articulation,
statements,handwritten annotation,item,UJ57Ew5y,,musical phrasing,
statements,handwritten annotation,item,jP8px5zn,,bowing,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,X8NxipyB,,concerto,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,jgeid3z2,,"Concerto for Violin and Oboe in C minor, BWV 1060R",
statements,agent,statement,XLmyCS7h,,Daniel Hermann,6UPEJgTQ||
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
