category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Fantaisie : pour le Violon avec Accompagnement de grand Orchestre ou Quatuor ou Pianforte sur des motifs favoris de l'Opéra La Muette de Portici : Oeuvre 62,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992660,,,
metadata,FAAM manifestation ID,id,KCG-000735234,,,
metadata,call number,string,DS-1048,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Dedicated to Charles Möser.,,,
statements,editorial annotation,item,mMrUGL4h,,ad libitum,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,editorial annotation,item,iyfjpyT2,,octave sign,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,GepDoTXn,,string number (sul X),
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,amkJ6EBs,,cadenza,
statements,editorial annotation,item,QyAptNqX,,ritardando,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,DQwB3wUJ,,fantasia,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,QHAoKPG8,,solo,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,musical work,item,5hPSWEcM,,"Fantaisie sur 'la Muette de Portici', Op.62",
statements,agent,statement,ebFxib3Q,,Ludwig Wilhelm Maurer,YvQmwaaW||
statements,agent,statement,Ref2o4JJ,,Friedrich Hofmeister,7tdgMgre|4GU7NjmQ|
