category,faam_property,type,value,base_url,label
metadata,label,string,Nicola Francesco Haym,,
metadata,label,string,Nicola Francesco Haym,,
metadata,description,string,Italian composer and musician (1678-1729),,
metadata,nodegoat_id,id,15995854,,
metadata,aliases,string,Nicolas François Haym,,
metadata,aliases,string,Nikolaus Franz Haym,,
metadata,aliases,string,Nicola Giuseppe Aimo,,
metadata,aliases,string,Nicola Francesco Haym,,
metadata,qid,externalid,Q1986170,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,52469175,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30005420,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Haym,_Nicola_Francesco",https://imslp.org/wiki/,
statements,date of birth,date,1678-07-06,,
statements,date of death,date,1729-07-31,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,U5ovsTg3,,librettist
statements,occupation,item,AJBuVSQd,,numismatist
statements,occupation,item,Ey7nvQpn,,bibliographer
statements,occupation,item,NcRBkJKT,,screenwriter
statements,occupation,item,E8wpeK4g,,shoe designer
statements,occupation,item,dg4VBYfA,,cellist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,mDJbUGo9,,Kingdom of Italy
statements,place of birth,item,fZUC7W4e,,Rome
statements,place of death,item,bsTArmEN,,London
statements,instrument,item,4oyT6BBG,,cello
