category,faam_property,type,value,base_url,label
metadata,label,string,Edward Keurvels,,
metadata,label,string,Edward Keurvels,,
metadata,description,string,Belgian conductor and co-founder of the Flemish Opera,,
metadata,nodegoat_id,id,15996067,,
metadata,aliases,string,Edward Keurvels,,
metadata,qid,externalid,Q2750289,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,63583397,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Keurvels,_Edward",https://imslp.org/wiki/,
statements,date of birth,date,1853-03-08,,
statements,date of death,date,1916-01-29,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,role,item,2ZAuwsSp,,conductor
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,2KT5AU2p,,conductor
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,QbfXawnE,,Belgium
statements,place of birth,item,jGe3vcFB,,Antwerp
statements,employer,item,NaVsGiXL,,Royal Society for Zoology Antwerp
