category,faam_property,type,value,label,qualifiers
metadata,label,string,DER JUNGE OPERNFREUND,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992752,,
metadata,FAAM manifestation ID,id,KCG-000350901,,
metadata,call number,string,A1461 (5);A1461 (BIS19),,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,6kwYh3HH,chamber music,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,adAmqPwn,duet,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,HwcYgL5C,salon music,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,MV3uErvy,flute,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,PWDohYUV,Lucia di Lammermoor,
statements,musical work,item,RmckEjHE,"Der junge Opernfreund, Op.61",
statements,agent,statement,3ffJFTDp,Tobias Haslinger,GBgJfRbK|Lsbh2rCR|
statements,agent,statement,4bKCnwtk,Gaetano Donizetti,fkHJwpoD||
statements,agent,statement,QeykFZBR,Leopold Jansa,fkHJwpoD||
statements,agent,statement,3ffJFTDp,Tobias Haslinger,GBgJfRbK|Lsbh2rCR|
statements,agent,statement,4bKCnwtk,Gaetano Donizetti,fkHJwpoD||
statements,agent,statement,QeykFZBR,Leopold Jansa,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,place,item,Lsbh2rCR,Vienna,
statements,place,item,Lsbh2rCR,Vienna,
