category,faam_property,type,value,label,qualifiers
metadata,label,string,"Gracioso: caprice de concert, op. 21",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992267,,
metadata,FAAM manifestation ID,id,KCA-030902505335,,
metadata,call number,string,MM-DUBP-HAAKM-gracios-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,byLEfakR,marcato,
statements,editorial annotation,item,27q2kct9,leggiero,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,9dz9ydpz,legato,
statements,handwritten annotation,item,gSHSbZQr,instrument call,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,65rhe5Po,concerto,
statements,keyword,item,M9HRWrxt,reduction,
statements,keyword,item,A865BeAb,capriccio,
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp||
statements,agent,statement,CV8pCR4o,Chs. De Vylder,GBgJfRbK|8LdweD7c|
statements,agent,statement,86qZZ8ph,Georges Haakman,fkHJwpoD||
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,place,item,8LdweD7c,Ghent,
