category,faam_property,type,value,label,qualifiers
metadata,label,string,"Notturno Op. 37, Nr. 1 : für Violine und Orchester",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004127,,
metadata,FAAM manifestation ID,id,KCA-030904862957,,
metadata,call number,string,MM-SV-CHOPI-noctu37-28,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,ZGMagNYo,transposition,
statements,editorial annotation,item,gSHSbZQr,instrument call,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,A4NPbBsi,ornament,
statements,editorial annotation,item,Z8fp8xPh,pizzicato,
statements,editorial annotation,item,59RimmuX,arco,
statements,editorial annotation,item,YRq3pSH7,cadenza,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,TF4BzPKq,nocturne,
statements,keyword,item,MaWnCnVw,arrangement,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,musical work,item,bXxmkmLp,"Nocturne No. 11 in G minor, Op. 37, No. 1",
statements,agent,statement,RudvEixs,August Wilhelmj,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,GBgJfRbK|GKcJxAtt|
statements,agent,statement,B8C32cCH,Frédéric Chopin,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GKcJxAtt,Leipzig,
