category,faam_property,type,value,label,qualifiers
metadata,label,string,Trauermarsch. aus der Sonate Op. 35,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005450,,
metadata,FAAM manifestation ID,id,ORP-20143700p1,,
metadata,call number,string,KTS1 H.11.map.006,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,kSz3iRAw,piano sonata,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,agent,statement,B8C32cCH,Frédéric Chopin,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
