category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,seizième Potpourri : pour Piano et Flute ou Violon,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004001,,,
metadata,FAAM manifestation ID,id,KCG-000750008,,,
metadata,call number,string,V-B-00439 (10)-HA,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,editorial annotation,item,JwqBvu9Z,,fermata,
statements,editorial annotation,item,c8jBELvt,,stringendo,
statements,editorial annotation,item,9tkKrhbM,,dolce,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,ieqEGEHo,,messa di voce,
statements,editorial annotation,item,DEL3dtgx,,sforzando,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,Cbxx8HUs,,cantabile,
statements,editorial annotation,item,8Au3ocED,,staccato,
statements,editorial annotation,item,E4rhHet3,,instrument call,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,PJUnFxn4,,theme and variations,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,mGvrzsgB,,salon music,
statements,keyword,item,7AXGCpck,,opera,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,musical work,item,mmxBtMLz,,Le comte Ory,
statements,musical work,item,fYMphfsh,,"Sizième Potpurri pour Piano et Flûte ou Violon, Op. 213",
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre|bSzLPudk|
statements,agent,statement,JR6gFKtX,,Joseph Küffner,YvQmwaaW||
statements,agent,statement,YWvFQ75E,,Gioachino Rossini,YvQmwaaW||
