category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Sextetto : pour le Piano Forte avec accompagnement de 2 violons, alto & violoncelle et contrebasse : Op: 58",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992599,,,
metadata,FAAM manifestation ID,id,KCG-000351592,,,
metadata,call number,string,II-348,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,P6oPC63c,,sextet,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,instrumentation,item,i6ZUL4z4,,double bass,
statements,musical work,item,VVR9kvUc,,"Piano Sextet, Op.58",
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN|AYShtw7v|1841
statements,agent,statement,FGEPRAzo,,Friedrich Kalkbrenner,YvQmwaaW||
