category,faam_property,type,value,base_url,label
metadata,label,string,Rudolf Nováček,,
metadata,label,string,Rudolf Nováček,,
metadata,description,string,"Czech conductor, violinist and composer (1860–1929)",,
metadata,nodegoat_id,id,16004174,,
metadata,aliases,string,Rudolf Novacek,,
metadata,aliases,string,Rudolf Novácek,,
metadata,aliases,string,Rudolf Nováček,,
metadata,qid,externalid,Q2173535,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,74038500,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30087780,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Nováček,_Rudolf",https://imslp.org/wiki/,
statements,date of birth,date,1860-04-07,,
statements,date of death,date,1929-08-12,,
statements,date of death,date,1929-08-11,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,irSPevuD,,violinist
statements,occupation,item,2KT5AU2p,,conductor
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7pXkvEco,,Czech Republic
statements,place of birth,item,2a2Ur4Sn,,Bela Crkva
statements,place of death,item,5rRqvsj3,,Prague
statements,instrument,item,VZE4bgeN,,violin
