category,faam_property,type,value,label,qualifiers
metadata,label,string,Melba method / by Dame Nellie Melba,,
metadata,description,string,,,
metadata,nodegoat_id,id,16004195,,
metadata,FAAM manifestation ID,id,NLA-1340307,,
metadata,call number,string,MUS NL m 784.932 M517,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1926,,
statements,provenance,item,ZUCAiQGe,National Library of Australia,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,EbgbHucU,Nellie Melba,fkHJwpoD||
statements,agent,statement,254k3TVy,Chappell & Co.,GBgJfRbK|HBfuGvMD|1926
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,HBfuGvMD,Sydney,
