category,faam_property,type,value,label,qualifiers
metadata,label,string,Introduction à J.-S. Bach: essai d'esthétique musicale,,
metadata,description,string,,,
metadata,nodegoat_id,id,16002814,,
metadata,FAAM manifestation ID,id,KCA-030903204235,,
metadata,call number,string,MM-ES-SCHLO-introdu-1,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1947,,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,jArGUTgq,historically informed performance,
statements,agent,statement,UtTjocXZ,Éditions Gallimard,GBgJfRbK|GDeKaNeC|1947
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,agent,statement,RVP3W8u4,Boris de Schlözer,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
