category,faam_property,type,value,base_url,label
metadata,label,string,Daniele da Castrovillari,,
metadata,description,string,Italian composer,,
metadata,aliases,string,,,
metadata,qid,externalid,Q19601791,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,5459161453865764330002,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30003795,https://rism.online/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,8cygiHEB,,organ
