category,faam_property,type,value,base_url,label
metadata,label,string,Felice Anerio,,
metadata,label,string,Felice Anerio,,
metadata,description,string,Italian composer,,
metadata,nodegoat_id,id,15996243,,
metadata,aliases,string,Felice Anerio,,
metadata,qid,externalid,Q549044,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,10032393,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Anerio,_Felice",https://imslp.org/wiki/,
statements,date of birth,date,1560-01-01,,
statements,date of death,date,1614-09-27,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,D8Fo4L3e,,Narni
statements,place of birth,item,fZUC7W4e,,Rome
statements,place of death,item,fZUC7W4e,,Rome
statements,influenced by,item,d9ivtsWG,,Giovanni Maria Nanino
