category,faam_property,type,value,label,qualifiers
metadata,label,string,"Sinfonietta, op. 48",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992512,,
metadata,FAAM manifestation ID,id,KCA-030904487201,,
metadata,call number,string,UM-BKA-NOVAC-sinfo48-9,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1903,,
statements,handwritten annotation,item,XutP4SZN,chronometry,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,DS9HvPwY,point in time,
statements,handwritten annotation,item,8Ki8U5U4,underline,
statements,handwritten annotation,item,kmMxdth8,bar number,
statements,handwritten annotation,item,e9t5BdLA,decrescendo,
statements,handwritten annotation,item,Wpq9sxzm,solmization,
statements,handwritten annotation,item,gSHSbZQr,instrument call,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,WtvibJFF,accent,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,YCgBhPNn,octave sign,
statements,handwritten annotation,item,RePdmToB,breath mark,
statements,handwritten annotation,item,B6QDYYs9,tactus subdivision,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,related item,item,Ni7n4SHX,"Sinfonietta, op. 48",
statements,related item,item,SKbqbAHR,"Sinfonietta, op. 48",
statements,related item,item,2v4izE8Y,"Sinfonietta, op. 48",
statements,related item,item,WKfZ7hKH,"Sinfonietta, op. 48",
statements,related item,item,hcM6ooci,"Sinfonietta, op. 48",
statements,related item,item,nKH2QhpS,"Sinfonietta, op. 48",
statements,related item,item,24ZX3wtZ,"Sinfonietta, op. 48",
statements,related item,item,epKGJCq7,"Sinfonietta, op. 48",
statements,related item,item,XutP4SZN,chronometry,
statements,keyword,item,gccDhEBK,wind music,
statements,keyword,item,hCL8ZYQY,symphonic music,
statements,instrumentation,item,MV3uErvy,flute,
statements,instrumentation,item,MFQUhgoe,oboe,
statements,instrumentation,item,4AUBYBXJ,clarinet,
statements,instrumentation,item,GCEGkwjT,bassoon,
statements,instrumentation,item,N3AKKugd,horn,
statements,musical work,item,jihDgEAZ,"Sinfonietta, Op.48",
statements,agent,statement,UkBCrdbe,Rudolf Nováček,fkHJwpoD||
statements,agent,statement,XVpibGGu,Breitkopf & Härtel,GBgJfRbK|GKcJxAtt|1903
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,2ZAuwsSp,conductor,
statements,place,item,GKcJxAtt,Leipzig,
