category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Concerto N° 1 in e : voor piano enOrchestra : Opus 11.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992622,,,
metadata,FAAM manifestation ID,id,KCG-000339397,,,
metadata,call number,string,II454,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,related item,item,Js8pCRJz,,Concerto N° 1 in e : voor piano enOrchestra : Opus 11.,
statements,keyword,item,X8NxipyB,,concerto,
statements,keyword,item,iHeydB2F,,piano concerto,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,instrumentation,item,i6ZUL4z4,,double bass,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,musical work,item,STmQ9ouS,,"Piano Concerto No.1, Op.11",
statements,agent,statement,8EpC6dQ6,,Frédéric Chopin,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH|AYShtw7v|
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,9QaFAsRL|AYShtw7v|08-09-1871
