category,faam_property,type,value,label,qualifiers
metadata,label,string,Danses concertantes : for chamber orchestra = Danses concertantes : für Kammerorchester,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992521,,
metadata,FAAM manifestation ID,id,KCA-030904721377,,
metadata,call number,string,UM-OO-STRAV-dans-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,03-02-1942,,
statements,date,date,03-02-1942,,
statements,date,date,1942,,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,59RimmuX,arco,
statements,editorial annotation,item,Z8fp8xPh,pizzicato,
statements,editorial annotation,item,WtvibJFF,accent,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,fkm6BFV4,sforzando,
statements,handwritten annotation,item,XutP4SZN,chronometry,
statements,handwritten annotation,item,kmMxdth8,bar number,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,B6QDYYs9,tactus subdivision,
statements,handwritten annotation,item,2Wh3HwBY,figured bass,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,4PAdXGNC,alternative melody,
statements,handwritten annotation,item,ch89W2mx,time signature,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,3ts8CrNB,musical phrasing,
statements,handwritten annotation,item,JnGFsz6r,pointer,
statements,handwritten annotation,item,J6ERsasy,metronome mark,
statements,handwritten annotation,item,RePdmToB,breath mark,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,related item,item,EgH6igGS,signature,
statements,related item,item,DS9HvPwY,point in time,
statements,related item,item,DmnYezsz,Janssen Symphony of Los Angeles,
statements,keyword,item,5GWcZsCX,orchestra,
statements,keyword,item,HsDRKeKp,chamber orchestra,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,musical work,item,7MGqfZma,Danses concertantes,
statements,agent,statement,nKP9cAbn,Igor Stravinsky,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp||
statements,agent,statement,TgjQzwNM,Werner Janssen,GoiPpGap|fQCekjVZ|03-02-1942
statements,agent,statement,nKP9cAbn,Igor Stravinsky,2ZAuwsSp|fQCekjVZ|03-02-1942
statements,agent,statement,JEZ5AweR,Schott Music,GBgJfRbK|nkxLRFG5|1942
statements,role,item,fkHJwpoD,composer,
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,fQCekjVZ,Los Angeles,
statements,place,item,fQCekjVZ,Los Angeles,
statements,place,item,nkxLRFG5,Mainz,
