category,faam_property,type,value,base_url,label
metadata,label,string,Andrea Gabrieli,,
metadata,label,string,Andrea Gabrieli,,
metadata,description,string,Italian composer,,
metadata,nodegoat_id,id,15996235,,
metadata,aliases,string,Andrea Gabrieli,,
metadata,qid,externalid,Q217317,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,86532091,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30001185,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Gabrieli,_Andrea",https://imslp.org/wiki/,
statements,date of birth,date,1533-01-01,,
statements,date of death,date,1585-08-30,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,PGamAZRD,,organist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7L3SCe2M,,Republic of Venice
statements,place of birth,item,MDWRhZ8K,,Venice
statements,place of death,item,MDWRhZ8K,,Venice
statements,instrument,item,RXg4snEH,,organ
statements,influenced by,item,AZL2k82C,,Orlande de Lassus
statements,influenced by,item,99mJGneS,,Adrian Willaert
