category,faam_property,type,value,base_url,label
metadata,label,string,Jules Duprato,,
metadata,description,string,French composer (1827–1892),,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q376547,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,66731730,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/40219219,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Duprato,_Jules",https://imslp.org/wiki/,
statements,date of birth,date,1827-08-20,,
statements,date of death,date,1892-05-20,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,2KTqhXma,,music professor
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,KeKatfhk,,Nîmes
statements,place of death,item,hynSFhcz,,rue Catherine-de-La-Rochefoucauld
statements,influenced by,item,AtwPfJ6K,,
statements,educated at,item,NA5EnjbE,,Conservatoire de Paris
statements,employer,item,NA5EnjbE,,Conservatoire de Paris
