category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Le capitaine Henriot Duetto,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992448,,,
metadata,FAAM manifestation ID,id,KCA-030901603966,,,
metadata,call number,string,MM-ZL-GEVAE-capitai-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,UMravioT,,alternative lyrics,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,related item,item,FVNwobgh,,Le capitaine Henriot,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,YjEwcJzP,,duet,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,musical work,item,gZT3Zyza,,Le Capitaine Henriot,
statements,agent,statement,bDTxxMMK,,François-Auguste Gevaert,YvQmwaaW||
