category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Concertante : pour Hautbois, Cor et Basson avec Orchestre (Deux Violons, Alto, Violoncelle et Contrebasse; une Flûte et deux Clarinettes)",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992607,,,
metadata,FAAM manifestation ID,id,KCG-000357124,,,
metadata,call number,string,II 11897,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,X8NxipyB,,concerto,
statements,keyword,item,f7RFYPbC,,harmony orchestra,
statements,instrumentation,item,HcmSE474,,oboe,
statements,instrumentation,item,SRXTUjuW,,horn,
statements,instrumentation,item,9t6BfJ2T,,bassoon,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,instrumentation,item,i6ZUL4z4,,double bass,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,instrumentation,item,MVLRXXFR,,clarinet,
statements,agent,statement,jWznwcYU,,Martin-Joseph Mengal,YvQmwaaW||
