category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Balladine Simiesque,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005509,,,
metadata,FAAM manifestation ID,id,ORP-20143988p6,,,
metadata,call number,string,KTS1 H.11.map.008,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3181
L'Illustration, N. 3181",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,8rovk6Ag,,exoticism,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|13-02-1904
