category,faam_property,type,value,base_url,label
metadata,label,string,Georg Jacob Vollweiler,,
metadata,description,string,German musician and teacher,,
metadata,aliases,string,,,
metadata,qid,externalid,Q15450999,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,35235484,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/41009978,https://rism.online/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,PyGNLcfw,,piano
