category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Rondo du Hussard de Felsheim : Varié pour le Cor avec accompagnement de Piano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992731,,,
metadata,FAAM manifestation ID,id,KCG-000750004,,,
metadata,call number,string,V-B-00439 (9)-HA,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,hJoKsjEm,,variation,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,YjEwcJzP,,duet,
statements,keyword,item,aEh85uRG,,rondo,
statements,instrumentation,item,SRXTUjuW,,horn,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,YKrUgzQN,,Le hussard de Felsheim,
statements,agent,statement,Y7stG82h,,Adolphe Adam,YvQmwaaW||
statements,agent,statement,kFuM9vEH,,L. Corret,YvQmwaaW||
statements,agent,statement,E6UKKuHC,,A. Petit,7tdgMgre|dtkJhYLf|
