category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Divertissement. pour Orchestre,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005452,,,
metadata,FAAM manifestation ID,id,ORP-20143700p3,,,
metadata,call number,string,KTS1 H.11.map.006,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Resource not available.,,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,agent,statement,gkDVN9bY,,Edouard Lalo,YvQmwaaW||
