category,faam_property,type,value,base_url,label
metadata,label,string,Charles-Laurent Rhein,,
metadata,description,string,French pianist and composer,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q61457992,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,285561738,https://viaf.org/viaf/,
statements,date of birth,date,1798-02-24,,
statements,date of birth,date,1798-00-00,,
statements,date of death,date,1864-10-00,,
statements,date of death,date,1864-00-00,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,RHfvaKqY,,pianist
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,a4MQJeZH,,Toulouse
statements,place of death,item,NTVdRo4W,,Paris
