category,faam_property,type,value,base_url,label
metadata,label,string,Friedrich Gernsheim,,
metadata,label,string,Friedrich Gernsheim,,
metadata,description,string,"German composer, conductor, pianist and teacher (1839–1916)",,
metadata,nodegoat_id,id,16002564,,
metadata,aliases,string,Frederick Gernsheim,,
metadata,aliases,string,Friedrich Gernsheim,,
metadata,qid,externalid,Q213751,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,69130836,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/59512,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Gernsheim,_Friedrich",https://imslp.org/wiki/,
statements,date of birth,date,1839-07-17,,
statements,date of death,date,1916-09-10,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,FSduWvy5,,early music
statements,related to,item,jTMjFsDj,,Cecilian Movement
statements,related to,item,7U54uqaV,,period composition
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,oDvJJJ7G,,Germany
statements,nationality,item,YUq8HaDb,,Kingdom of Prussia
statements,place of birth,item,Qa2xQbUi,,Worms
statements,place of death,item,Km6ATdgQ,,Berlin
statements,instrument,item,GoXpNrsh,,piano
statements,educated at,item,3wN8PmuS,,University of Music and Theatre Leipzig
