category,faam_property,type,value,label,qualifiers
metadata,label,string,Capricio,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992302,,
metadata,FAAM manifestation ID,id,KCA-030902419677,,
metadata,call number,string,MM-MS-WAMBA-humor2-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,THYV2oLw,Manuscript sketch,
statements,handwritten annotation,item,J6ERsasy,metronome mark,
statements,handwritten annotation,item,WT9AcUBt,tempo,
statements,handwritten annotation,item,NsEoE4RP,musical expression,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,4PAdXGNC,alternative melody,
statements,handwritten annotation,item,HXG9NWiG,bowing,
statements,handwritten annotation,item,RePdmToB,breath mark,
statements,handwritten annotation,item,3WB3MVBB,Tenuto,
statements,handwritten annotation,item,WtvibJFF,accent,
statements,handwritten annotation,item,bsgSL8K5,Rehearsal letter,
statements,handwritten annotation,item,27q2kct9,leggiero,
statements,handwritten annotation,item,WuWcWk4u,ritenuto,
statements,handwritten annotation,item,UDva945b,crescendo,
statements,handwritten annotation,item,e9t5BdLA,decrescendo,
statements,handwritten annotation,item,Skma2JzR,accelerando,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,hCL8ZYQY,symphonic music,
statements,keyword,item,A865BeAb,capriccio,
statements,instrumentation,item,CECFGFcb,piccolo,
statements,instrumentation,item,MV3uErvy,flute,
statements,instrumentation,item,MFQUhgoe,oboe,
statements,instrumentation,item,4AUBYBXJ,clarinet,
statements,instrumentation,item,GCEGkwjT,bassoon,
statements,instrumentation,item,N3AKKugd,horn,
statements,instrumentation,item,ZzdCbB2M,trumpet,
statements,instrumentation,item,L2scRLou,trombone,
statements,instrumentation,item,ZTbXrTCC,timpani,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,WsKgSBQG,viola,
statements,instrumentation,item,4oyT6BBG,cello,
statements,instrumentation,item,5cucf8tb,double bass,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,musical work,item,dJhkcARf,Les Humoresques,
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp||
statements,agent,statement,MCiewpqP,Émile Wambach,fkHJwpoD||
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,fkHJwpoD,composer,
