category,faam_property,type,value,label,qualifiers
metadata,label,string,"Méthode complète de chant ou Théorie pratique de cet art, mise à la portée de tous les professeurs, même instrumentalistes : contenant tous les préceptes et exemples... (2e édition considérablement augmentée et améliorée oeuvre 40) / par Alexis de Garaudé,...",,
metadata,description,string,,,
metadata,nodegoat_id,id,16005720,,
metadata,FAAM manifestation ID,id,BNF-430040821,,
metadata,call number,string,VM8 A-94,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,SRgsbjHS,Alexis de Garaudé,fkHJwpoD||
statements,agent,statement,SRgsbjHS,Alexis de Garaudé,GBgJfRbK|GDeKaNeC|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
