category,faam_property,type,value,base_url,label
metadata,label,string,Saint Peter,,
metadata,description,string,"first pope of the Catholic Church, patriarch of Antioch, and apostle of Jesus Christ",,
metadata,id,id,fwcVb5TY,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q33923,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,13581141,https://viaf.org/viaf/,
statements,date of birth,date,0001-00-00,,
statements,date of death,date,0065-00-00,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,f8aguTyK,,presbyter
statements,occupation,item,Zrk3wwvA,,fisher
statements,occupation,item,VdPURPxD,,Catholic bishop
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,E76CjKAd,,Bethsaida
statements,place of death,item,US4HddAS,,Roma
statements,influenced by,item,3NRGbrQy,,
resources,image,image,Pope-peter_pprubens.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
resources,image,image,Saint_Peter-Sinai_(6th_Century).jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
