category,faam_property,type,value,label,qualifiers
metadata,label,string,La Patrouille Turque - Op. 83,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005372,,
metadata,FAAM manifestation ID,id,ORP-20143703p13,,
metadata,call number,string,KTS1 H.11.map.003,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,KWVSVF8L,exoticism,
statements,keyword,item,gBGqnipa,music of Turkey,
statements,instrumentation,item,8dmpbmcx,keyboard four hands,
statements,agent,statement,g4Rg4Vbi,Theodor Michaelis,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,GXQfmtWo,J.Hamelle Editeur,GBgJfRbK|GDeKaNeC|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
