category,faam_property,type,value,label,qualifiers
metadata,label,string,Collectio facilium necnon ineditorum operum. Ad usum organi,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005680,,
metadata,FAAM manifestation ID,id,DPF-202502029,,
metadata,call number,string,ms-1935-03,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,Supplementum ad periodicum MUSICA SACRA Septembris 1935 (No. 3).,,
statements,date,date,1935,,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,B7WuhvkL,fermata,
statements,editorial annotation,item,9dz9ydpz,legato,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,provenance,item,T7T22EAb,private collection,
statements,keyword,item,7U54uqaV,period composition,
statements,keyword,item,jTMjFsDj,Cecilian Movement,
statements,keyword,item,A85JP7AT,organ music,
statements,keyword,item,eCYL2PkE,liturgical music,
statements,instrumentation,item,RXg4snEH,organ,
statements,agent,statement,8EPTVPnC,Oscar Depuydt,fkHJwpoD||
statements,agent,statement,ABZnoc4f,Éditions Desclée de Brouwer,GBgJfRbK|PKMmukjk|1935
statements,agent,statement,CbtAbQDg,Florian Heyerick,NgFpoygv||
statements,agent,statement,mVxsH3Ph,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,GBgJfRbK|PKMmukjk|
statements,agent,statement,mVxsH3Ph,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,GBgJfRbK|PKMmukjk|
statements,agent,statement,mVxsH3Ph,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,GBgJfRbK|PKMmukjk|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,NgFpoygv,scholar,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,PKMmukjk,Bruges,
statements,place,item,PKMmukjk,Bruges,
statements,place,item,PKMmukjk,Bruges,
statements,place,item,PKMmukjk,Bruges,
