category,faam_property,type,value,base_url,label
metadata,label,string,Antoine Louis Clapisson,,
metadata,label,string,Antoine Louis Clapisson,,
metadata,description,string,French composer (1808–1866),,
metadata,nodegoat_id,id,15995926,,
metadata,aliases,string,Antoine-Louis Clapisson,,
metadata,aliases,string,Antoine Louis Clapisson,,
metadata,qid,externalid,Q1871594,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,15038076,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30016703,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Clapisson,_Louis",https://imslp.org/wiki/,
statements,date of birth,date,1808-09-05,,
statements,date of death,date,1866-03-19,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,RjXv6xhJ,,Naples
statements,place of death,item,NTVdRo4W,,Paris
statements,instrument,item,VZE4bgeN,,violin
statements,influenced by,item,EiDXehYZ,,
statements,educated at,item,NA5EnjbE,,Conservatoire de Paris
