category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Trois Sonates pour piano et viola da gamba ou violoncelle, composées par J. Seb. Bach. Edition nouvelle, revue, doigtée et enrichie de notes sur l'exécution par Fr. Grützmacher",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005046,,,
metadata,FAAM manifestation ID,id,BNF-42826443c,,,
metadata,call number,string,VMG-6571,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,2niWvJiL,,instrument substitution,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,K4TocMAK,,slur,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,EXzrp8XT,,ossia,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,JwqBvu9Z,,fermata,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,provenance,item,PRjsXYR5,,Bibliothèque Nationale de France,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,4Jjg5FwX,,string music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,gKMU7J89,,realization of figured bass,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,43Adxzby,,"3 Sonatas for Viola da Gamba and Harpsichord, BWV 1027-1029",
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,DVfZGTfW,,Friedrich Grützmacher,6UPEJgTQ||
statements,agent,statement,QE9UrJXo,,Edition Peters,7tdgMgre|4GU7NjmQ|1865
