category,faam_property,type,value,base_url,label
metadata,label,string,Jacques Charles Duvernoy,,
metadata,description,string,"French composer, clarinetist and music educator",,
metadata,id,id,ZihDUuGM,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q1064184,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,65171634,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30018511,https://rism.online/,
statements,date of birth,date,1766-01-01,,
statements,date of death,date,1845-02-28,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,jERehTvk,,clarinetist
statements,occupation,item,6XD3homi,,music educator
statements,occupation,item,ZX7Jzf9y,,university teacher
statements,occupation,item,PUmeYeCQ,,musician
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,VgTkhpUp,,Montbéliard
statements,place of death,item,6BTvLJcx,,former 3rd arrondissement of Paris
statements,instrument,item,4AUBYBXJ,,clarinet
statements,employer,item,NA5EnjbE,,Conservatoire de Paris
resources,image,image,Charles_Duvernoy.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
