category,faam_property,type,value,label,qualifiers
metadata,label,string,"Air Varie : pour la flûte, avec accompagnement de piano, sur un motif favori de l'opéra Le mauvais oeil:",,
metadata,description,string,,,
metadata,nodegoat_id,id,16003994,,
metadata,FAAM manifestation ID,id,KCG-000344649,,
metadata,call number,string,"A-1461 (21), A-1461 (BIS8)",,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,CVNQjFrR,colla parte,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,Rxa2vGNJ,repeat sign,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,6sMfgEow,rinforzando,
statements,editorial annotation,item,Vk2JQSuo,ad libitum,
statements,editorial annotation,item,3Vvybq56,affect,
statements,editorial annotation,item,Rg6UtZ34,ritardando,
statements,editorial annotation,item,DqMNcjpW,trill,
statements,editorial annotation,item,A4NPbBsi,ornament,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,HwcYgL5C,salon music,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,U5dHgcL4,theme and variation,
statements,instrumentation,item,MV3uErvy,flute,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,KUiMAQ5a,Le Mauvais-œil,
statements,musical work,item,RCoqaGgD,"Air Varié pour la flûte, Op. 8",
statements,agent,statement,3dza8bNk,Michel Folz,fkHJwpoD||
statements,agent,statement,JvF3PApd,Loïsa Puget,fkHJwpoD||
statements,agent,statement,MbXCYU7Y,Louis Lahou,GBgJfRbK|9k2MygHr|
statements,agent,statement,3dza8bNk,Michel Folz,fkHJwpoD||
statements,agent,statement,JvF3PApd,Loïsa Puget,fkHJwpoD||
statements,agent,statement,MbXCYU7Y,Louis Lahou,GBgJfRbK|9k2MygHr|
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,9k2MygHr,City of Brussels,
statements,place,item,9k2MygHr,City of Brussels,
