category,faam_property,type,value,base_url,label
metadata,label,string,Missa in G major IGB3,,
metadata,description,string,,,
metadata,aliases,string,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005092,,
statements,IMSLP ID,externalid,"Missa in G major (Bernabei, Giuseppe Antonio)",https://imslp.org/wiki/,
statements,form of creative work,item,kNneakGU,,mass
statements,form of creative work,item,BdJHjaCE,,liturgical music
statements,creator,item,XG9qWxwB,,Giuseppe Antonio Bernabei
statements,adapted by,item,Y37RQzq9,,Stephan Lück
