category,faam_property,type,value,label,qualifiers
metadata,label,string,Tanzkranz. 16 leichte Tänze. N. 1-16 in Band 1,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005443,,
metadata,FAAM manifestation ID,id,ORP-20143701p10,,
metadata,call number,string,KTS1 H.11.map.005,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,RHxmTGG2,dance music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,VZE4bgeN,violin,
statements,agent,statement,Pa8EtqhE,Carl Aal,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
