category,faam_property,type,value,label,qualifiers
metadata,label,string,"Grelots-ripple : mazurka pour piano, op. 26",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992375,,
metadata,FAAM manifestation ID,id,KCA-030904384622,,
metadata,call number,string,MM-TP-CLOSS-grelots-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,Vk2JQSuo,ad libitum,
statements,editorial annotation,item,YCgBhPNn,octave sign,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,UDva945b,crescendo,
statements,handwritten annotation,item,Di2mC26w,engage pedal,
statements,handwritten annotation,item,NFazQXR2,release pedal,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,RHxmTGG2,dance music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,hbmtCVs7,Julien Closset,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,UaLhCim6,Hubert Jongen,GBgJfRbK|gn2DgWeZ|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,gn2DgWeZ,Verviers,
