category,faam_property,type,value,base_url,label
metadata,label,string,Franz Hünten,,
metadata,description,string,German pianist and composer,,
metadata,aliases,string,Franz Hünten,,
metadata,qid,externalid,Q3083115,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15995915,,
statements,VIAF ID,externalid,76580198,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/105821,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Hünten,_François",https://imslp.org/wiki/,
statements,date of birth,date,1792-12-26,,
statements,date of death,date,1878-02-22,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,T6nAVeGM,,pianist
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,WN5PAeAx,,Kingdom of Prussia
statements,place of birth,item,7hzGTYxW,,
statements,place of death,item,7hzGTYxW,,
statements,instrument,item,PyGNLcfw,,piano
statements,educated at,item,mNynReve,,Conservatoire de Paris
