category,faam_property,type,value,label,qualifiers
metadata,label,string,Fantaisie en Trio : Sur un Air Espagnol : Composée pour Piano haut-bois & Basson,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992620,,
metadata,FAAM manifestation ID,id,KCG-000337150,,
metadata,call number,string,II 1071,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,WtvibJFF,accent,
statements,handwritten annotation,item,9dz9ydpz,legato,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,Hrif6Qxb,solo,
statements,keyword,item,KWVSVF8L,exoticism,
statements,keyword,item,hVVnQwSn,poem,
statements,keyword,item,5FVVuRXN,music of Spain,
statements,instrumentation,item,MFQUhgoe,oboe,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,GCEGkwjT,bassoon,
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap|8LdweD7c|
statements,agent,statement,N94pDTBb,Henri Brod,fkHJwpoD||
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,place,item,8LdweD7c,Ghent,
