category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Ninon : caprice pompadour: pour le piano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16002134,,,
metadata,FAAM manifestation ID,id,KCA-030904477624,,,
metadata,call number,string,MM-TP-ELSEN-ninon-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,DawBtzdU,,solmization,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,PPhziStg,,capriccio,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,h44Fwcxx,,Léon Grus,7tdgMgre||
statements,agent,statement,h44Fwcxx,,Léon Grus,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
